StoreNum,Last,First,HireDate,FireDate,Position,FullTime,EmpId,City,State,Zip,Street,ReceiptNumber,SaleDate,Weekend,isCash,Receipt,Quantity,Item,Id,Flavor,Food,Price,Type
9,FERDIN,ERICA,2000-01-02,2000-01-04,Shift Manager,True,36,Monterey,CA,93943,730 Park Ave,740,2000-01-21,True,False,740,4,3,3,Opera,Cake,15.95,Food
9,THIRY,SILVANA,2000-01-02,2000-01-29,Barista,True,37,Monterey,CA,93943,730 Park Ave,740,2000-01-21,True,False,740,4,3,3,Opera,Cake,15.95,Food
9,LOPATA,NICHOL,2000-01-27,2000-01-28,Shift Manager,True,38,Monterey,CA,93943,730 Park Ave,740,2000-01-21,True,False,740,4,3,3,Opera,Cake,15.95,Food
6,RININGER,LESTER,2000-01-26,2000-01-30,Manager,True,6,San Diego,CA,92110,1507 Front St,550,2000-01-28,True,False,550,3,3,3,Opera,Cake,15.95,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,828,2000-01-26,False,False,828,3,3,3,Opera,Cake,15.95,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,828,2000-01-26,False,False,828,3,3,3,Opera,Cake,15.95,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,828,2000-01-26,False,False,828,3,3,3,Opera,Cake,15.95,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,828,2000-01-26,False,False,828,3,3,3,Opera,Cake,15.95,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,828,2000-01-26,False,False,828,3,3,3,Opera,Cake,15.95,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,863,2000-01-23,False,False,863,3,3,3,Opera,Cake,15.95,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,621,2000-01-14,True,True,621,4,3,3,Opera,Cake,15.95,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,621,2000-01-14,True,True,621,4,3,3,Opera,Cake,15.95,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,621,2000-01-14,True,True,621,4,3,3,Opera,Cake,15.95,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,621,2000-01-14,True,True,621,4,3,3,Opera,Cake,15.95,Food
6,RININGER,LESTER,2000-01-26,2000-01-30,Manager,True,6,San Diego,CA,92110,1507 Front St,735,2000-01-19,False,False,735,5,3,3,Opera,Cake,15.95,Food
11,STILNER,TOVA,2000-01-19,2000-01-27,Manager,True,11,Sacramento,CA,94211,1420 15th st,611,2000-01-13,False,False,611,1,3,3,Opera,Cake,15.95,Food
20,DEBRECHT,JERALD,2000-01-04,2000-01-19,Manager,True,20,Tucson,AZ,85701,1900 Speedway Blvd,105,2000-01-21,True,False,105,4,3,3,Opera,Cake,15.95,Food
20,BARRIE,RENE,2000-01-20,2000-01-28,Manager,True,21,Tucson,AZ,85701,1900 Speedway Blvd,105,2000-01-21,True,False,105,4,3,3,Opera,Cake,15.95,Food
20,BRANDSTETTER,MOISES,2000-01-04,2000-01-10,Shift Manager,True,50,Tucson,AZ,85701,1900 Speedway Blvd,105,2000-01-21,True,False,105,4,3,3,Opera,Cake,15.95,Food
10,DURNEY,FELIPE,2000-01-07,2000-01-18,Manager,True,10,Bakersfield,CA,93308,1850 Truxtun Ave,753,2000-01-09,False,False,753,2,3,3,Opera,Cake,15.95,Food
6,RININGER,LESTER,2000-01-26,2000-01-30,Manager,True,6,San Diego,CA,92110,1507 Front St,913,2000-01-16,False,False,913,4,3,3,Opera,Cake,15.95,Food
18,LAZZARA,ROSALBA,2000-01-28,2000-01-30,Manager,True,18,Phoenix,AZ,85016,2400 Camelback Rd,726,2000-01-22,True,True,726,5,3,3,Opera,Cake,15.95,Food
13,PADMANABHAN,JOSEF,2000-01-05,2000-01-21,Manager,True,13,Portland,OR,97209,678 Burnside St,888,2000-01-12,False,False,888,3,3,3,Opera,Cake,15.95,Food
13,WIMBLEY,ALFONZO,2000-01-28,2000-01-30,Cashier,True,39,Portland,OR,97209,678 Burnside St,888,2000-01-12,False,False,888,3,3,3,Opera,Cake,15.95,Food
13,SAAVEDRA,HYACINTH,2000-01-27,2000-01-29,Cashier,True,40,Portland,OR,97209,678 Burnside St,888,2000-01-12,False,False,888,3,3,3,Opera,Cake,15.95,Food
13,PADMANABHAN,JOSEF,2000-01-05,2000-01-21,Manager,True,13,Portland,OR,97209,678 Burnside St,116,2000-01-07,True,True,116,4,3,3,Opera,Cake,15.95,Food
13,WIMBLEY,ALFONZO,2000-01-28,2000-01-30,Cashier,True,39,Portland,OR,97209,678 Burnside St,116,2000-01-07,True,True,116,4,3,3,Opera,Cake,15.95,Food
13,SAAVEDRA,HYACINTH,2000-01-27,2000-01-29,Cashier,True,40,Portland,OR,97209,678 Burnside St,116,2000-01-07,True,True,116,4,3,3,Opera,Cake,15.95,Food
7,TOLMAN,BRICE,2000-01-17,2000-01-25,Manager,True,7,San Jose,CA,95106,200 Keyes St,42,2000-01-28,True,False,42,2,3,3,Opera,Cake,15.95,Food
5,YERGIN,MARCELINA,2000-01-24,2000-01-27,Manager,True,5,Los Angeles,CA,90001,200 Olive St,566,2000-01-03,False,False,566,3,3,3,Opera,Cake,15.95,Food
5,BUBIER,ANDRES,2000-01-20,2000-01-26,Shift Manager,True,28,Los Angeles,CA,90001,200 Olive St,566,2000-01-03,False,False,566,3,3,3,Opera,Cake,15.95,Food
5,PLEAS,DEMARCUS,2000-01-21,2000-01-30,Barista,True,29,Los Angeles,CA,90001,200 Olive St,566,2000-01-03,False,False,566,3,3,3,Opera,Cake,15.95,Food
5,SCHNEIDMAN,MATT,2000-01-18,2000-01-23,Cashier,True,30,Los Angeles,CA,90001,200 Olive St,566,2000-01-03,False,False,566,3,3,3,Opera,Cake,15.95,Food
5,DILGARD,BEATA,2000-01-17,2000-01-18,Barista,True,31,Los Angeles,CA,90001,200 Olive St,566,2000-01-03,False,False,566,3,3,3,Opera,Cake,15.95,Food
5,KLINNERT,YON,2000-01-02,2000-01-12,Cashier,True,32,Los Angeles,CA,90001,200 Olive St,566,2000-01-03,False,False,566,3,3,3,Opera,Cake,15.95,Food
5,STATHIS,LAURICE,2000-01-08,2000-01-10,Cashier,False,33,Los Angeles,CA,90001,200 Olive St,566,2000-01-03,False,False,566,3,3,3,Opera,Cake,15.95,Food
12,SPURZEM,BRITTNEY,2000-01-25,2000-01-26,Manager,True,12,Stockton,CA,95208,300 Oak St,803,2000-01-10,False,False,803,5,3,3,Opera,Cake,15.95,Food
3,HUCKABEE,COLLEEN,2000-01-18,2000-01-28,Manager,True,3,Los Angeles,CA,90081,400 Lincoln Ave,892,2000-01-07,True,False,892,4,3,3,Opera,Cake,15.95,Food
3,TYSARCZYK,BENNY,2000-01-19,2000-01-20,Cashier,False,25,Los Angeles,CA,90081,400 Lincoln Ave,892,2000-01-07,True,False,892,4,3,3,Opera,Cake,15.95,Food
3,MCCOMISH,CLARINE,2000-01-16,2000-01-18,Barista,False,26,Los Angeles,CA,90081,400 Lincoln Ave,892,2000-01-07,True,False,892,4,3,3,Opera,Cake,15.95,Food
3,LUOTO,JENA,2000-01-27,2000-01-30,Barista,False,27,Los Angeles,CA,90081,400 Lincoln Ave,892,2000-01-07,True,False,892,4,3,3,Opera,Cake,15.95,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,999,2000-01-19,False,True,999,2,3,3,Opera,Cake,15.95,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,999,2000-01-19,False,True,999,2,3,3,Opera,Cake,15.95,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,999,2000-01-19,False,True,999,2,3,3,Opera,Cake,15.95,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,999,2000-01-19,False,True,999,2,3,3,Opera,Cake,15.95,Food
6,RININGER,LESTER,2000-01-26,2000-01-30,Manager,True,6,San Diego,CA,92110,1507 Front St,700,2000-01-29,True,True,700,2,3,3,Opera,Cake,15.95,Food
18,LAZZARA,ROSALBA,2000-01-28,2000-01-30,Manager,True,18,Phoenix,AZ,85016,2400 Camelback Rd,628,2000-01-21,True,False,628,3,3,3,Opera,Cake,15.95,Food
9,DIERCKS,MAEGAN,2000-01-25,2000-01-26,Manager,True,9,Monterey,CA,93943,730 Park Ave,252,2000-01-26,False,True,252,3,3,3,Opera,Cake,15.95,Food
9,BULOSAN,JAMIE,2000-01-21,2000-01-26,Shift Manager,True,34,Monterey,CA,93943,730 Park Ave,252,2000-01-26,False,True,252,3,3,3,Opera,Cake,15.95,Food
9,PIEPENBURG,ROLF,2000-01-20,2000-01-25,Shift Manager,True,35,Monterey,CA,93943,730 Park Ave,252,2000-01-26,False,True,252,3,3,3,Opera,Cake,15.95,Food
9,FERDIN,ERICA,2000-01-02,2000-01-04,Shift Manager,True,36,Monterey,CA,93943,730 Park Ave,252,2000-01-26,False,True,252,3,3,3,Opera,Cake,15.95,Food
9,THIRY,SILVANA,2000-01-02,2000-01-29,Barista,True,37,Monterey,CA,93943,730 Park Ave,252,2000-01-26,False,True,252,3,3,3,Opera,Cake,15.95,Food
9,LOPATA,NICHOL,2000-01-27,2000-01-28,Shift Manager,True,38,Monterey,CA,93943,730 Park Ave,252,2000-01-26,False,True,252,3,3,3,Opera,Cake,15.95,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,551,2000-01-26,False,False,551,1,3,3,Opera,Cake,15.95,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,551,2000-01-26,False,False,551,1,3,3,Opera,Cake,15.95,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,551,2000-01-26,False,False,551,1,3,3,Opera,Cake,15.95,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,551,2000-01-26,False,False,551,1,3,3,Opera,Cake,15.95,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,851,2000-01-26,False,True,851,3,3,3,Opera,Cake,15.95,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,851,2000-01-26,False,True,851,3,3,3,Opera,Cake,15.95,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,851,2000-01-26,False,True,851,3,3,3,Opera,Cake,15.95,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,851,2000-01-26,False,True,851,3,3,3,Opera,Cake,15.95,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,851,2000-01-26,False,True,851,3,3,3,Opera,Cake,15.95,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,468,2000-01-19,False,True,468,1,3,3,Opera,Cake,15.95,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,468,2000-01-19,False,True,468,1,3,3,Opera,Cake,15.95,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,468,2000-01-19,False,True,468,1,3,3,Opera,Cake,15.95,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,468,2000-01-19,False,True,468,1,3,3,Opera,Cake,15.95,Food
12,SPURZEM,BRITTNEY,2000-01-25,2000-01-26,Manager,True,12,Stockton,CA,95208,300 Oak St,187,2000-01-12,False,False,187,3,3,3,Opera,Cake,15.95,Food
20,DEBRECHT,JERALD,2000-01-04,2000-01-19,Manager,True,20,Tucson,AZ,85701,1900 Speedway Blvd,954,2000-01-18,False,True,954,3,3,3,Opera,Cake,15.95,Food
20,BARRIE,RENE,2000-01-20,2000-01-28,Manager,True,21,Tucson,AZ,85701,1900 Speedway Blvd,954,2000-01-18,False,True,954,3,3,3,Opera,Cake,15.95,Food
20,BRANDSTETTER,MOISES,2000-01-04,2000-01-10,Shift Manager,True,50,Tucson,AZ,85701,1900 Speedway Blvd,954,2000-01-18,False,True,954,3,3,3,Opera,Cake,15.95,Food
3,HUCKABEE,COLLEEN,2000-01-18,2000-01-28,Manager,True,3,Los Angeles,CA,90081,400 Lincoln Ave,879,2000-01-26,False,False,879,4,20,20,Pecan,Tart,3.75,Food
3,TYSARCZYK,BENNY,2000-01-19,2000-01-20,Cashier,False,25,Los Angeles,CA,90081,400 Lincoln Ave,879,2000-01-26,False,False,879,4,20,20,Pecan,Tart,3.75,Food
3,MCCOMISH,CLARINE,2000-01-16,2000-01-18,Barista,False,26,Los Angeles,CA,90081,400 Lincoln Ave,879,2000-01-26,False,False,879,4,20,20,Pecan,Tart,3.75,Food
3,LUOTO,JENA,2000-01-27,2000-01-30,Barista,False,27,Los Angeles,CA,90081,400 Lincoln Ave,879,2000-01-26,False,False,879,4,20,20,Pecan,Tart,3.75,Food
13,PADMANABHAN,JOSEF,2000-01-05,2000-01-21,Manager,True,13,Portland,OR,97209,678 Burnside St,613,2000-01-08,True,False,613,3,20,20,Pecan,Tart,3.75,Food
13,WIMBLEY,ALFONZO,2000-01-28,2000-01-30,Cashier,True,39,Portland,OR,97209,678 Burnside St,613,2000-01-08,True,False,613,3,20,20,Pecan,Tart,3.75,Food
13,SAAVEDRA,HYACINTH,2000-01-27,2000-01-29,Cashier,True,40,Portland,OR,97209,678 Burnside St,613,2000-01-08,True,False,613,3,20,20,Pecan,Tart,3.75,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,633,2000-01-08,True,False,633,1,20,20,Pecan,Tart,3.75,Food
13,PADMANABHAN,JOSEF,2000-01-05,2000-01-21,Manager,True,13,Portland,OR,97209,678 Burnside St,368,2000-01-29,True,True,368,1,20,20,Pecan,Tart,3.75,Food
13,WIMBLEY,ALFONZO,2000-01-28,2000-01-30,Cashier,True,39,Portland,OR,97209,678 Burnside St,368,2000-01-29,True,True,368,1,20,20,Pecan,Tart,3.75,Food
13,SAAVEDRA,HYACINTH,2000-01-27,2000-01-29,Cashier,True,40,Portland,OR,97209,678 Burnside St,368,2000-01-29,True,True,368,1,20,20,Pecan,Tart,3.75,Food
20,DEBRECHT,JERALD,2000-01-04,2000-01-19,Manager,True,20,Tucson,AZ,85701,1900 Speedway Blvd,847,2000-01-14,True,False,847,3,20,20,Pecan,Tart,3.75,Food
20,BARRIE,RENE,2000-01-20,2000-01-28,Manager,True,21,Tucson,AZ,85701,1900 Speedway Blvd,847,2000-01-14,True,False,847,3,20,20,Pecan,Tart,3.75,Food
20,BRANDSTETTER,MOISES,2000-01-04,2000-01-10,Shift Manager,True,50,Tucson,AZ,85701,1900 Speedway Blvd,847,2000-01-14,True,False,847,3,20,20,Pecan,Tart,3.75,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,762,2000-01-13,False,True,762,2,20,20,Pecan,Tart,3.75,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,762,2000-01-13,False,True,762,2,20,20,Pecan,Tart,3.75,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,762,2000-01-13,False,True,762,2,20,20,Pecan,Tart,3.75,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,762,2000-01-13,False,True,762,2,20,20,Pecan,Tart,3.75,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,762,2000-01-13,False,True,762,2,20,20,Pecan,Tart,3.75,Food
11,STILNER,TOVA,2000-01-19,2000-01-27,Manager,True,11,Sacramento,CA,94211,1420 15th st,784,2000-01-14,True,True,784,5,20,20,Pecan,Tart,3.75,Food
11,STILNER,TOVA,2000-01-19,2000-01-27,Manager,True,11,Sacramento,CA,94211,1420 15th st,103,2000-01-12,False,True,103,5,20,20,Pecan,Tart,3.75,Food
19,NOLLETTE,ANGELO,2000-01-22,2000-01-28,Manager,True,19,Flagstaff,AZ,86001,700 University Ave,12,2000-01-18,False,False,12,3,20,20,Pecan,Tart,3.75,Food
19,CZWAKIEL,TALITHA,2000-01-25,2000-01-28,Manager,True,48,Flagstaff,AZ,86001,700 University Ave,12,2000-01-18,False,False,12,3,20,20,Pecan,Tart,3.75,Food
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,12,2000-01-18,False,False,12,3,20,20,Pecan,Tart,3.75,Food
20,DEBRECHT,JERALD,2000-01-04,2000-01-19,Manager,True,20,Tucson,AZ,85701,1900 Speedway Blvd,333,2000-01-04,False,False,333,4,20,20,Pecan,Tart,3.75,Food
20,BARRIE,RENE,2000-01-20,2000-01-28,Manager,True,21,Tucson,AZ,85701,1900 Speedway Blvd,333,2000-01-04,False,False,333,4,20,20,Pecan,Tart,3.75,Food
20,BRANDSTETTER,MOISES,2000-01-04,2000-01-10,Shift Manager,True,50,Tucson,AZ,85701,1900 Speedway Blvd,333,2000-01-04,False,False,333,4,20,20,Pecan,Tart,3.75,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,603,2000-01-19,False,True,603,3,20,20,Pecan,Tart,3.75,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,603,2000-01-19,False,True,603,3,20,20,Pecan,Tart,3.75,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,603,2000-01-19,False,True,603,3,20,20,Pecan,Tart,3.75,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,603,2000-01-19,False,True,603,3,20,20,Pecan,Tart,3.75,Food
4,STIDMAN,WILLIEMAE,2000-01-02,2000-01-18,Manager,True,4,Los Angeles,CA,90001,800 Olympic Blvd,512,2000-01-13,False,False,512,2,20,20,Pecan,Tart,3.75,Food
16,WORDLOW,WILL,2000-01-09,2000-01-14,Manager,True,16,Reno,NV,89507,446 Center St,164,2000-01-04,False,False,164,1,20,20,Pecan,Tart,3.75,Food
4,STIDMAN,WILLIEMAE,2000-01-02,2000-01-18,Manager,True,4,Los Angeles,CA,90001,800 Olympic Blvd,944,2000-01-16,False,False,944,4,20,20,Pecan,Tart,3.75,Food
19,NOLLETTE,ANGELO,2000-01-22,2000-01-28,Manager,True,19,Flagstaff,AZ,86001,700 University Ave,646,2000-01-26,False,False,646,4,20,20,Pecan,Tart,3.75,Food
19,CZWAKIEL,TALITHA,2000-01-25,2000-01-28,Manager,True,48,Flagstaff,AZ,86001,700 University Ave,646,2000-01-26,False,False,646,4,20,20,Pecan,Tart,3.75,Food
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,646,2000-01-26,False,False,646,4,20,20,Pecan,Tart,3.75,Food
9,DIERCKS,MAEGAN,2000-01-25,2000-01-26,Manager,True,9,Monterey,CA,93943,730 Park Ave,560,2000-01-04,False,True,560,2,20,20,Pecan,Tart,3.75,Food
9,BULOSAN,JAMIE,2000-01-21,2000-01-26,Shift Manager,True,34,Monterey,CA,93943,730 Park Ave,560,2000-01-04,False,True,560,2,20,20,Pecan,Tart,3.75,Food
9,PIEPENBURG,ROLF,2000-01-20,2000-01-25,Shift Manager,True,35,Monterey,CA,93943,730 Park Ave,560,2000-01-04,False,True,560,2,20,20,Pecan,Tart,3.75,Food
9,FERDIN,ERICA,2000-01-02,2000-01-04,Shift Manager,True,36,Monterey,CA,93943,730 Park Ave,560,2000-01-04,False,True,560,2,20,20,Pecan,Tart,3.75,Food
9,THIRY,SILVANA,2000-01-02,2000-01-29,Barista,True,37,Monterey,CA,93943,730 Park Ave,560,2000-01-04,False,True,560,2,20,20,Pecan,Tart,3.75,Food
9,LOPATA,NICHOL,2000-01-27,2000-01-28,Shift Manager,True,38,Monterey,CA,93943,730 Park Ave,560,2000-01-04,False,True,560,2,20,20,Pecan,Tart,3.75,Food
6,RININGER,LESTER,2000-01-26,2000-01-30,Manager,True,6,San Diego,CA,92110,1507 Front St,579,2000-01-15,True,False,579,1,20,20,Pecan,Tart,3.75,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,904,2000-01-11,False,False,904,3,20,20,Pecan,Tart,3.75,Food
4,STIDMAN,WILLIEMAE,2000-01-02,2000-01-18,Manager,True,4,Los Angeles,CA,90001,800 Olympic Blvd,929,2000-01-01,True,False,929,5,20,20,Pecan,Tart,3.75,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,207,2000-01-12,False,False,207,4,20,20,Pecan,Tart,3.75,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,791,2000-01-19,False,True,791,1,20,20,Pecan,Tart,3.75,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,465,2000-01-06,False,False,465,2,20,20,Pecan,Tart,3.75,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,465,2000-01-06,False,False,465,2,20,20,Pecan,Tart,3.75,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,465,2000-01-06,False,False,465,2,20,20,Pecan,Tart,3.75,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,465,2000-01-06,False,False,465,2,20,20,Pecan,Tart,3.75,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,957,2000-01-20,False,False,957,3,20,20,Pecan,Tart,3.75,Food
7,TOLMAN,BRICE,2000-01-17,2000-01-25,Manager,True,7,San Jose,CA,95106,200 Keyes St,771,2000-01-13,False,False,771,1,20,20,Pecan,Tart,3.75,Food
4,STIDMAN,WILLIEMAE,2000-01-02,2000-01-18,Manager,True,4,Los Angeles,CA,90001,800 Olympic Blvd,952,2000-01-14,True,False,952,5,20,20,Pecan,Tart,3.75,Food
6,RININGER,LESTER,2000-01-26,2000-01-30,Manager,True,6,San Diego,CA,92110,1507 Front St,82,2000-01-16,False,False,82,3,20,20,Pecan,Tart,3.75,Food
6,RININGER,LESTER,2000-01-26,2000-01-30,Manager,True,6,San Diego,CA,92110,1507 Front St,697,2000-01-08,True,False,697,5,20,20,Pecan,Tart,3.75,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,786,2000-01-06,False,True,786,1,20,20,Pecan,Tart,3.75,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,786,2000-01-06,False,True,786,1,20,20,Pecan,Tart,3.75,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,786,2000-01-06,False,True,786,1,20,20,Pecan,Tart,3.75,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,786,2000-01-06,False,True,786,1,20,20,Pecan,Tart,3.75,Food
13,PADMANABHAN,JOSEF,2000-01-05,2000-01-21,Manager,True,13,Portland,OR,97209,678 Burnside St,270,2000-01-23,False,False,270,5,20,20,Pecan,Tart,3.75,Food
13,WIMBLEY,ALFONZO,2000-01-28,2000-01-30,Cashier,True,39,Portland,OR,97209,678 Burnside St,270,2000-01-23,False,False,270,5,20,20,Pecan,Tart,3.75,Food
13,SAAVEDRA,HYACINTH,2000-01-27,2000-01-29,Cashier,True,40,Portland,OR,97209,678 Burnside St,270,2000-01-23,False,False,270,5,20,20,Pecan,Tart,3.75,Food
13,PADMANABHAN,JOSEF,2000-01-05,2000-01-21,Manager,True,13,Portland,OR,97209,678 Burnside St,466,2000-01-25,False,False,466,5,20,20,Pecan,Tart,3.75,Food
13,WIMBLEY,ALFONZO,2000-01-28,2000-01-30,Cashier,True,39,Portland,OR,97209,678 Burnside St,466,2000-01-25,False,False,466,5,20,20,Pecan,Tart,3.75,Food
13,SAAVEDRA,HYACINTH,2000-01-27,2000-01-29,Cashier,True,40,Portland,OR,97209,678 Burnside St,466,2000-01-25,False,False,466,5,20,20,Pecan,Tart,3.75,Food
10,DURNEY,FELIPE,2000-01-07,2000-01-18,Manager,True,10,Bakersfield,CA,93308,1850 Truxtun Ave,506,2000-01-09,False,False,506,1,20,20,Pecan,Tart,3.75,Food
8,MARSCHALL,WYATT,2000-01-04,2000-01-30,Manager,True,8,Santa Barbara,CA,93108,1337 Anacapa St,765,2000-01-08,True,False,765,5,20,20,Pecan,Tart,3.75,Food
1,COCOROS,ADAN,2000-08-19,2000-01-25,Manager,True,1,San Francisco,CA,94171,150 Hayes St,131,2000-01-17,False,False,131,3,20,20,Pecan,Tart,3.75,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,124,2000-01-07,True,True,124,4,20,20,Pecan,Tart,3.75,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,124,2000-01-07,True,True,124,4,20,20,Pecan,Tart,3.75,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,124,2000-01-07,True,True,124,4,20,20,Pecan,Tart,3.75,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,124,2000-01-07,True,True,124,4,20,20,Pecan,Tart,3.75,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,985,2000-01-17,False,False,985,3,20,20,Pecan,Tart,3.75,Food
